2017/11/08	      HSBC	SEK	       -	       -
2017/11/08	      HSBC	ZAR	       -	       -
2017/11/08	      HSBC	CNY	 4.42673	 4.67273
2017/11/13	       BOT	USD	  29.835	  30.377
2017/11/13	       BOT	HKD	   3.718	   3.913
2017/11/13	       BOT	GBP	   38.47	    40.4
2017/11/13	       BOT	AUD	   22.81	   23.47
2017/11/13	       BOT	CAD	    23.4	   24.14
2017/11/13	       BOT	SGD	   21.66	   22.44
2017/11/13	       BOT	CHF	    29.6	   30.66
2017/11/13	       BOT	JPY	  0.2578	  0.2688
2017/11/13	       BOT	ZAR	       -	       -
2017/11/13	       BOT	SEK	    3.22	    3.73
2017/11/13	       BOT	NZD	   20.57	    21.2
2017/11/13	       BOT	THB	  0.8088	  0.9518
2017/11/13	       BOT	PHP	  0.5404	  0.6734
2017/11/13	       BOT	IDR	 0.00188	 0.00258
2017/11/13	       BOT	EUR	   34.45	    35.6
2017/11/13	       BOT	KRW	 0.02518	 0.02908
2017/11/13	       BOT	VND	 0.00096	 0.00146
2017/11/13	       BOT	MYR	    6.14	    7.71
2017/11/13	       BOT	CNY	    4.44	   4.602
2017/11/13	CT  	 USD	   29.96	   30.42
2017/11/13	CT	 JPY	   .2617	   .2699
2017/11/13	CT	 CNY	    4.36	   4.582
